locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95
PingshanStreet;PingshanStreet1;PS1187;14;2019-04-21 10:35:00;;;;cmn;cmnSSIDv3;4,0;4,0;3,0;1,0;3,0;4,0;4,0;3,0;3,0;3,0;4,0;3,0;3,0;3,0;4,0;3,0;2,0;2,0;2,0;2,0;2,0;2,0;40,0;27,0;Female;UniversityGraduate;;Employed;;;;;;Leaving;Couple;165,18;66,25;59,86;78,67;69,22;68,45;65,34;62,81;62,11;65,01;57,74;77,37;68,02;67,17;64,27;61,31;60,58;60,66;50,24;77,81;63,97;62,58;58,99;54,96;53,69;16,3;0,0;38,0;15,3;12,4;9,74;9,08;2,02;0,0;5,72;2,47;2,35;1,97;1,75;1,69;0,0291;0,0113;0,151;0,0443;0,0399;0,0277;0,0195;0,0177;0,185;0,0;2,84;0,557;0,386;0,0831;0,0164;0,00912;0,0224;0,00431;0,21;0,051;0,0397;0,0182;0,00722;0,00606;0,409;0,196;2,22;0,646;0,553;0,373;0,29;0,271;53,18;51,3;43,08;69,11;55,91;54,95;51,23;47,64;46,53;10,7;0,267;140,0;25,2;19,5;8,61;4,01;3,16;-1,77;-3,92;54,42;36,63;28,89;11,79;3,83;1,93
PingshanStreet;PingshanStreet2;PS2213;14;2019-04-22 10:34:00;;;;cmn;cmnSSIDv3;4,0;3,0;2,0;4,0;3,0;4,0;4,0;5,0;5,0;2,0;1,0;3,0;3,0;4,0;3,0;3,0;3,0;4,0;4,0;2,0;2,0;4,0;64,0;23,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Alone;110,29;77,18;58,5;93,49;84,23;81,91;66,84;62,51;61,76;70,24;56,22;88,38;77,12;74,59;64,16;59,72;58,81;60,28;49,11;76,92;65,32;63,22;57,06;52,35;51,31;17,2;0,0;29,8;15,3;10,9;8,12;7,62;2,21;0,0;4,85;2,91;2,7;2,16;1,77;1,69;0,0281;0,0111;0,171;0,0529;0,0425;0,0247;0,0174;0,0161;0,213;0,0;4,21;0,63;0,396;0,0794;0,0105;0,00509;0,0456;0,00716;0,226;0,112;0,076;0,0359;0,0183;0,0161;0,562;0,2;1,98;1,14;0,938;0,485;0,313;0,29;53,67;50,29;42,04;63,03;57,39;55,64;49,93;45,12;44,31;14,2;0,0898;108,0;34,1;26,9;11,4;4,76;3,69;-1,88;-4,37;73,14;34,52;30,77;14,29;-1,37;-2,26
PingshanStreet;PingshanStreet1;PS1187;15;2019-04-21 10:35:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;2,0;1,0;4,0;4,0;4,0;2,0;4,0;4,0;1,0;3,0;2,0;3,0;4,0;3,0;3,0;2,0;3,0;4,0;3,0;60,0;29,0;Male;SomePostgraduate;;Employed;;;;;;Leaving;Alone;165,18;66,25;59,86;78,67;69,22;68,45;65,34;62,81;62,11;65,01;57,74;77,37;68,02;67,17;64,27;61,31;60,58;60,66;50,24;77,81;63,97;62,58;58,99;54,96;53,69;16,3;0,0;38,0;15,3;12,4;9,74;9,08;2,02;0,0;5,72;2,47;2,35;1,97;1,75;1,69;0,0291;0,0113;0,151;0,0443;0,0399;0,0277;0,0195;0,0177;0,185;0,0;2,84;0,557;0,386;0,0831;0,0164;0,00912;0,0224;0,00431;0,21;0,051;0,0397;0,0182;0,00722;0,00606;0,409;0,196;2,22;0,646;0,553;0,373;0,29;0,271;53,18;51,3;43,08;69,11;55,91;54,95;51,23;47,64;46,53;10,7;0,267;140,0;25,2;19,5;8,61;4,01;3,16;-1,77;-3,92;54,42;36,63;28,89;11,79;3,83;1,93
PingshanStreet;PingshanStreet2;PS2214;15;2019-04-22 10:39:00;;;;cmn;cmnSSIDv3;3,0;2,0;3,0;3,0;3,0;4,0;3,0;4,0;4,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;4,0;4,0;3,0;4,0;76,0;22,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Alone;65,81;78,32;60,37;92,32;84,07;82,16;72,12;64,4;62,94;72,79;57,75;92,19;77,94;75,85;66,93;61,3;60,47;68,36;51,09;90,68;71,66;67,53;59,27;54,91;54,1;21,5;0,0;72,1;17,8;12,0;9,36;8,61;2,16;0,0;4,22;2,65;2,49;2,1;1,89;1,82;0,0271;0,00971;0,206;0,0449;0,0381;0,025;0,0174;0,0157;0,284;0,0;2,4;0,885;0,643;0,154;0,0212;0,0109;0,0658;0,00699;0,354;0,257;0,136;0,0414;0,0172;0,0119;0,419;0,174;1,25;0,69;0,59;0,387;0,285;0,262;60,6;53,0;43,8;81,98;63,52;59,55;52,0;47,94;46,95;15,9;0,341;113,0;40,4;31,9;12,1;4,86;3,72;-1,54;-5,77;74,05;39,67;34,57;13,21;-2,08;-3,28
PingshanStreet;PingshanStreet1;PS1188;16;2019-04-21 10:38:00;;;;cmn;cmnSSIDv3;1,0;4,0;4,0;1,0;1,0;4,0;2,0;4,0;3,0;5,0;3,0;5,0;1,0;2,0;5,0;5,0;5,0;1,0;1,0;2,0;2,0;3,0;36,0;28,0;Male;UniversityGraduate;;Employed;;;;;;Staying;Group;211,43;69,13;59,94;82,92;74,63;72,52;66,0;63,01;62,45;66,22;57,81;82,4;71,06;69,05;64,12;61,23;60,57;63,44;50,51;83,27;68,79;66,41;59,31;54,96;54,13;19,6;0,0;60,6;17,0;12,4;9,65;9,08;2,21;0,0;5,59;3,01;2,67;2,14;1,84;1,78;0,0291;0,0107;0,298;0,0467;0,0394;0,0262;0,0186;0,0169;0,245;0,0;3,38;0,815;0,532;0,107;0,0162;0,00852;0,0422;0,00538;0,367;0,13;0,0918;0,0281;0,0126;0,0101;0,453;0,0502;2,01;0,916;0,708;0,396;0,298;0,274;56,85;52,57;43,44;75,09;60,35;58,19;52,06;48,02;47,12;13,1;0,137;141,0;32,9;24,4;9,97;4,55;3,63;-0,79;1,19;62,37;39,54;33,71;16,89;6,82;5,44
PingshanStreet;PingshanStreet2;PS2215;16;2019-04-22 10:41:00;;;;cmn;cmnSSIDv3;4,0;4,0;4,0;2,0;4,0;2,0;2,0;2,0;2,0;2,0;2,0;2,0;1,0;1,0;4,0;4,0;3,0;1,0;1,0;1,0;1,0;1,0;20,0;22,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Couple;92,07;77,35;60,43;90,86;83,46;80,76;73,06;67,19;66,16;70,95;57,82;84,91;76,27;74,6;67,29;62,31;61,24;61,91;50,89;80,34;66,31;64,47;58,62;54,57;53,48;17,0;0,0;39,2;15,7;11,9;9,12;8,58;1,95;0,0;3,69;2,34;2,23;1,93;1,68;1,61;0,0297;0,0106;0,29;0,0474;0,0418;0,0276;0,019;0,0174;0,205;0,0;2,18;0,653;0,443;0,102;0,0169;0,00937;0,0415;0,00882;0,142;0,0952;0,0763;0,036;0,017;0,0144;0,442;0,184;2,34;0,739;0,625;0,403;0,289;0,27;54,24;51,38;44,13;68,52;57,69;56,23;50,78;47,35;46,36;13,3;0,521;170,0;30,7;24,4;10,9;4,79;3,75;-1,85;-7,71;73,48;36,74;27,72;8,96;-5,71;-6,4
PingshanStreet;PingshanStreet1;PS1189;17;2019-04-21 10:41:00;;;;cmn;cmnSSIDv3;4,0;5,0;4,0;1,0;1,0;2,0;3,0;2,0;2,0;3,0;3,0;3,0;2,0;1,0;4,0;5,0;5,0;2,0;2,0;2,0;2,0;2,0;40,0;32,0;Male;UniversityGraduate;;Employed;;;;;;Staying;Group;206,26;67,64;59,7;88,07;71,37;69,31;64,87;62,61;62,12;66,8;58,34;87,0;70,7;68,58;63,64;61,0;60,47;64,82;50,56;87,23;68,43;65,8;58,97;54,88;53,94;18,9;0,0;70,1;16,8;12,2;9,64;9,12;2,15;0,0;5,51;2,68;2,47;2,09;1,85;1,79;0,0267;0,00958;0,186;0,0426;0,0369;0,0249;0,0178;0,0164;0,283;0,0;4,13;0,948;0,63;0,134;0,0237;0,0136;0,042;0,00551;0,223;0,116;0,0814;0,0335;0,0131;0,0107;0,418;0,098;3,64;0,744;0,613;0,369;0,264;0,24;57,77;52,35;43,61;78,66;60,2;57,56;51,55;47,88;47,01;14,0;0,171;179,0;34,7;26,8;10,9;4,57;3,53;-1,39;-0,81;54,31;40,06;34,78;19,12;12,46;10,01
PingshanStreet;PingshanStreet2;PS2215;17;2019-04-22 10:41:00;;;;cmn;cmnSSIDv3;4,0;5,0;3,0;3,0;1,0;4,0;1,0;2,0;1,0;4,0;3,0;3,0;1,0;2,0;4,0;3,0;3,0;2,0;2,0;2,0;2,0;2,0;40,0;23,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Couple;92,07;77,35;60,43;90,86;83,46;80,76;73,06;67,19;66,16;70,95;57,82;84,91;76,27;74,6;67,29;62,31;61,24;61,91;50,89;80,34;66,31;64,47;58,62;54,57;53,48;17,0;0,0;39,2;15,7;11,9;9,12;8,58;1,95;0,0;3,69;2,34;2,23;1,93;1,68;1,61;0,0297;0,0106;0,29;0,0474;0,0418;0,0276;0,019;0,0174;0,205;0,0;2,18;0,653;0,443;0,102;0,0169;0,00937;0,0415;0,00882;0,142;0,0952;0,0763;0,036;0,017;0,0144;0,442;0,184;2,34;0,739;0,625;0,403;0,289;0,27;54,24;51,38;44,13;68,52;57,69;56,23;50,78;47,35;46,36;13,3;0,521;170,0;30,7;24,4;10,9;4,79;3,75;-1,85;-7,71;73,48;36,74;27,72;8,96;-5,71;-6,4
PingshanStreet;PingshanStreet1;PS1189;18;2019-04-21 10:41:00;;;;cmn;cmnSSIDv3;2,0;1,0;5,0;2,0;2,0;5,0;2,0;4,0;2,0;3,0;3,0;4,0;1,0;1,0;5,0;5,0;4,0;4,0;1,0;2,0;2,0;2,0;44,0;36,0;Male;SomeCollege;;Employed;;;;;;Leaving;Alone;206,26;67,64;59,7;88,07;71,37;69,31;64,87;62,61;62,12;66,8;58,34;87,0;70,7;68,58;63,64;61,0;60,47;64,82;50,56;87,23;68,43;65,8;58,97;54,88;53,94;18,9;0,0;70,1;16,8;12,2;9,64;9,12;2,15;0,0;5,51;2,68;2,47;2,09;1,85;1,79;0,0267;0,00958;0,186;0,0426;0,0369;0,0249;0,0178;0,0164;0,283;0,0;4,13;0,948;0,63;0,134;0,0237;0,0136;0,042;0,00551;0,223;0,116;0,0814;0,0335;0,0131;0,0107;0,418;0,098;3,64;0,744;0,613;0,369;0,264;0,24;57,77;52,35;43,61;78,66;60,2;57,56;51,55;47,88;47,01;14,0;0,171;179,0;34,7;26,8;10,9;4,57;3,53;-1,39;-0,81;54,31;40,06;34,78;19,12;12,46;10,01
PingshanStreet;PingshanStreet2;PS2217;18;2019-04-22 10:46:00;;;;cmn;cmnSSIDv3;3,0;4,0;3,0;2,0;3,0;3,0;3,0;4,0;2,0;3,0;4,0;3,0;3,0;3,0;4,0;4,0;4,0;2,0;2,0;2,0;2,0;1,0;36,0;23,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Alone;150,14;79,2;61,86;94,81;86,42;83,87;72,21;66,35;65,1;71,96;59,25;88,48;78,41;75,99;66,9;62,88;62,11;60,43;51,74;74,7;64,46;63,26;58,85;55,13;54,27;17,3;0,0;27,3;16,2;12,4;9,87;9,29;2,0;0,0;5,28;2,44;2,31;1,97;1,7;1,64;0,0274;0,0117;0,23;0,0434;0,0377;0,0258;0,0186;0,0166;0,231;0,0;2,41;0,646;0,501;0,144;0,0273;0,0156;0,0214;0,00449;0,0616;0,0453;0,0361;0,0195;0,0102;0,00844;0,374;0,145;1,47;0,584;0,502;0,348;0,271;0,252;53,25;51,56;44,61;63,04;56,84;55,7;51,37;47,79;46,9;10,6;0,115;96,9;22,8;18,6;8,96;4,27;3,35;-2,2;-8,67;75,06;35,17;29,57;10,67;-5,33;-6,78
PingshanStreet;PingshanStreet1;PS1190;19;2019-04-21 10:46:00;;;;cmn;cmnSSIDv3;2,0;4,0;2,0;2,0;2,0;4,0;2,0;4,0;2,0;4,0;3,0;4,0;2,0;4,0;4,0;4,0;3,0;4,0;3,0;3,0;3,0;4,0;68,0;25,0;Female;SomePostgraduate;;Student;;;;;;Staying;Group;119,04;67,89;59,74;85,16;72,3;70,34;65,4;63,0;62,43;66,96;58,61;85,16;71,47;68,92;64,17;61,74;61,17;65,31;52,75;84,06;71,08;67,5;60,47;55,74;55,0;21,6;0,0;41,4;18,4;12,9;10,3;9,75;2,18;0,0;4,01;2,85;2,63;2,1;1,84;1,77;0,0282;0,0102;0,148;0,045;0,0392;0,0265;0,019;0,0176;0,29;0,0;4,1;0,935;0,6;0,136;0,0221;0,0112;0,0438;0,00535;0,214;0,0973;0,0803;0,0371;0,0143;0,0104;0,415;0,108;1,94;0,679;0,581;0,374;0,289;0,271;58,54;53,83;45,19;72,84;62,26;60,03;53,25;48,59;47,81;14,2;0,506;118,0;35,2;26,8;11,2;4,97;3,9;-0,19;-6,94;56,21;39,95;34,75;12,66;-2,82;-4,09
PingshanStreet;PingshanStreet2;PS2218;19;2019-04-22 11:01:00;;;;cmn;cmnSSIDv3;3,0;3,0;3,0;2,0;3,0;3,0;2,0;4,0;2,0;2,0;2,0;3,0;2,0;3,0;3,0;3,0;3,0;1,0;3,0;3,0;3,0;3,0;52,0;22,0;Male;UniversityGraduate;;Employed;;;;;;Leaving;Alone;51,65;68,69;61,55;75,98;72,42;71,22;67,8;65,21;64,64;67,25;60,03;74,91;71,05;69,83;66,45;63,25;62,63;62,5;51,58;74,3;67,11;65,84;60,7;55,33;54,21;19,2;0,0;24,6;17,6;13,1;9,56;8,96;1,8;0,0;3,04;2,21;2,1;1,78;1,52;1,46;0,0305;0,0127;0,11;0,0458;0,0418;0,029;0,0211;0,0192;0,227;0,0;2,08;0,69;0,497;0,151;0,0405;0,0267;0,0419;0,0134;0,082;0,0695;0,0644;0,0381;0,0247;0,0219;0,424;0,224;1,58;0,67;0,567;0,388;0,297;0,274;54,67;52,49;43,6;63,35;58,66;57,46;52,55;47,49;46,41;14,5;0,511;65,0;30,7;25,5;12,7;5,97;4,7;-0,31;-10,57;59,23;37,7;29,18;6,49;-8,36;-8,9
PingshanStreet;PingshanStreet1;PS1180;2;2019-04-21 09:56:00;;;;cmn;cmnSSIDv3;4,0;5,0;4,0;4,0;3,0;4,0;3,0;4,0;3,0;3,0;2,0;3,0;2,0;2,0;2,0;4,0;4,0;3,0;3,0;3,0;2,0;3,0;56,0;23,0;Male;UniversityGraduate;;Student;;;;;;Leaving;Couple;113,24;67,9;60,96;82,0;74,21;69,57;63,82;62,25;61,94;63,62;59,26;73,55;67,68;65,52;62,28;60,89;60,62;57,82;53,01;70,98;61,12;59,8;56,45;54,62;54,31;13,6;0,0;21,9;12,8;10,5;9,22;8,97;1,95;0,0;2,99;2,44;2,29;1,91;1,67;1,62;0,0273;0,0119;0,0751;0,0394;0,0361;0,0262;0,0197;0,0182;0,163;0,0;2,24;0,549;0,37;0,0665;0,0157;0,00964;0,0177;0,00323;0,134;0,0458;0,0291;0,0123;0,00568;0,00458;0,389;0,184;1,23;0,626;0,548;0,357;0,27;0,251;50,56;49,35;45,33;59,49;53,41;52,37;48,96;46,95;46,5;8,7;0,102;57,4;20,3;15,8;7,14;3,36;2,66;-0,94;-8,93;62,38;32,8;24,39;9,37;-5,09;-6,59
PingshanStreet;PingshanStreet2;PS2207;2;2019-04-22 09:51:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;2,0;1,0;1,0;4,0;4,0;1,0;4,0;4,0;4,0;3,0;3,0;4,0;4,0;3,0;2,0;2,0;3,0;2,0;2,0;44,0;42,0;Male;HighSchoolGraduate;;Other;;;;;;Arriving;Couple;110,56;70,78;60,17;84,43;76,22;74,31;68,21;64,05;63,18;66,22;58,51;76,5;70,82;69,25;64,8;61,39;60,67;57,19;49,17;73,89;61,75;59,94;54,69;50,93;50,34;14,3;0,0;26,9;12,7;9,51;7,74;7,45;1,71;0,0;3,1;2,24;2,04;1,66;1,42;1,37;0,0258;0,00975;0,169;0,0405;0,0358;0,0243;0,0174;0,0158;0,157;0,0;2,24;0,495;0,34;0,0764;0,0165;0,00983;0,0193;0,00325;0,0915;0,0467;0,0401;0,0146;0,00635;0,00499;0,399;0,101;2,3;0,704;0,556;0,348;0,261;0,245;49,73;46,7;41,29;65,04;52,54;50,76;46,11;43,34;42,93;9,09;0,0821;124,0;23,2;17,6;6,84;3,1;2,43;-1,4;-12,48;65,97;30,9;24,39;4,68;-9,96;-10,83
PingshanStreet;PingshanStreet1;PS1191;20;2019-04-21 10:51:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;3,0;2,0;3,0;3,0;5,0;2,0;2,0;4,0;3,0;2,0;4,0;3,0;4,0;3,0;4,0;4,0;4,0;3,0;4,0;76,0;25,0;Male;UniversityGraduate;;RatherNotSay;;;;;;Arriving;Alone;130,2;72,68;60,35;92,31;78,61;75,63;68,12;63,16;62,5;70,72;58,66;92,13;73,91;70,88;65,59;61,39;60,83;70,35;51,7;93,35;73,16;67,77;59,91;55,08;54,39;21,9;0,0;74,3;18,6;13,0;9,77;9,29;2,05;0,0;5,86;2,68;2,43;1,99;1,73;1,68;0,0298;0,0126;0,116;0,0475;0,0414;0,0279;0,0197;0,018;0,271;0,0;7,15;0,891;0,552;0,102;0,0179;0,00978;0,0444;0,00429;0,359;0,133;0,102;0,0277;0,00995;0,00734;0,39;0,163;1,41;0,678;0,543;0,359;0,277;0,26;62,23;53,27;44,7;79,18;64,95;59,39;52,39;48,02;47,26;13,6;0,218;143,0;35,1;26,4;10,1;4,25;3,32;-0,58;3,08;66,99;44,4;40,66;14,02;6,8;5,86
PingshanStreet;PingshanStreet2;PS2218;20;2019-04-22 11:01:00;;;;cmn;cmnSSIDv3;4,0;4,0;3,0;3,0;5,0;2,0;4,0;3,0;3,0;2,0;2,0;3,0;2,0;1,0;4,0;3,0;3,0;2,0;2,0;2,0;1,0;1,0;32,0;31,0;Female;SomeCollege;;Employed;;;;;;Leaving;Alone;51,65;68,69;61,55;75,98;72,42;71,22;67,8;65,21;64,64;67,25;60,03;74,91;71,05;69,83;66,45;63,25;62,63;62,5;51,58;74,3;67,11;65,84;60,7;55,33;54,21;19,2;0,0;24,6;17,6;13,1;9,56;8,96;1,8;0,0;3,04;2,21;2,1;1,78;1,52;1,46;0,0305;0,0127;0,11;0,0458;0,0418;0,029;0,0211;0,0192;0,227;0,0;2,08;0,69;0,497;0,151;0,0405;0,0267;0,0419;0,0134;0,082;0,0695;0,0644;0,0381;0,0247;0,0219;0,424;0,224;1,58;0,67;0,567;0,388;0,297;0,274;54,67;52,49;43,6;63,35;58,66;57,46;52,55;47,49;46,41;14,5;0,511;65,0;30,7;25,5;12,7;5,97;4,7;-0,31;-10,57;59,23;37,7;29,18;6,49;-8,36;-8,9
PingshanStreet;PingshanStreet1;PS1193;23;2019-04-21 11:04:00;;;;cmn;cmnSSIDv3;3,0;4,0;3,0;2,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,0;1,0;1,0;4,0;4,0;52,0;29,0;Female;SomeHighSchool;;Employed;;;;;;Staying;Couple;203,62;71,35;59,87;88,15;76,87;75,13;68,4;64,56;63,62;70,17;58,62;87,8;74,87;73,37;67,51;63,67;62,66;66,65;52,22;86,5;71,78;69,33;62,96;58,97;57,64;25,6;0,0;51,7;22,6;16,4;12,4;11,3;2,37;0,0;5,7;2,9;2,82;2,46;1,75;1,6;0,0286;0,00971;0,205;0,0446;0,0397;0,0272;0,0189;0,0171;0,28;0,0;6,27;0,862;0,624;0,154;0,0305;0,0179;0,0375;0,00379;0,202;0,0962;0,0717;0,0299;0,0131;0,0104;0,329;0,0342;2,31;0,484;0,43;0,31;0,237;0,215;60,27;56,16;45,02;71,58;64,06;61,69;55,83;51,09;49,44;13,3;0,0432;163,0;32,6;25,3;10,5;4,5;3,56;-1,5;-6,03;63,74;41,81;34,42;12,95;-2,68;-3,55
PingshanStreet;PingshanStreet2;PS2220;23;2019-04-22 11:28:00;;;;cmn;cmnSSIDv3;2,0;4,0;2,0;4,0;2,0;4,0;3,0;5,0;4,0;3,0;2,0;2,0;3,0;2,0;3,0;4,0;4,0;4,0;4,0;4,0;4,0;3,0;76,0;26,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Alone;231,86;76,15;60,05;92,88;82,42;79,71;69,64;64,96;63,56;70,04;58,02;84,44;75,87;73,68;66,29;62,42;61,25;63,04;50,39;78,52;68,69;65,89;59,59;54,34;53,13;20,8;0,0;36,7;18,6;12,9;9,43;8,78;2,11;0,0;4,69;2,75;2,57;2,05;1,71;1,63;0,0281;0,0114;0,111;0,0441;0,0391;0,0265;0,019;0,0174;0,209;0,0;2,81;0,674;0,466;0,0879;0,0123;0,0064;0,05;0,00672;0,295;0,148;0,111;0,0348;0,013;0,0098;0,41;0,16;1,88;0,653;0,552;0,379;0,293;0,274;56,13;52,37;42,81;69,12;60,42;58,14;52,05;46,82;45,69;12,7;0,236;136,0;29,5;23,7;10,4;4,49;3,51;-1,41;-4,73;71,59;38,42;31,06;12,17;-2,66;-3,15
PingshanStreet;PingshanStreet1;PS1194;24;2019-04-21 11:06:00;;;;cmn;cmnSSIDv3;3,0;3,0;3,0;2,0;2,0;4,0;3,0;5,0;4,0;2,0;3,0;2,0;3,0;4,0;1,0;5,0;3,0;4,0;1,0;3,0;3,0;4,0;60,0;22,0;Male;SomePostgraduate;;Student;;;;;;Leaving;Couple;235,37;69,23;59,71;84,75;74,13;72,36;66,77;63,43;62,63;66,84;57,95;84,74;71,45;69,45;64,19;60,82;60,15;61,83;49,96;83,61;66,61;64,36;58,36;54,34;53,35;17,5;0,0;53,5;15,9;11,8;9,26;8,8;2,11;0,0;3,98;2,57;2,45;2,09;1,78;1,71;0,0264;0,00939;0,133;0,042;0,0366;0,0248;0,018;0,0166;0,259;0,0;3,03;0,779;0,584;0,15;0,0249;0,0145;0,0311;0,00501;0,156;0,0732;0,0575;0,0269;0,0113;0,00863;0,404;0,0822;1,3;0,672;0,569;0,37;0,272;0,251;54,28;51,46;42,76;74,89;57,8;56,16;51,01;47,32;46,47;12,3;0,0608;112,0;28,9;23,3;9,94;4,24;3,27;-0,59;-7,77;61,37;37,54;28,08;10,33;-5,9;-6,42
PingshanStreet;PingshanStreet2;PS2220;24;2019-04-22 11:28:00;;;;cmn;cmnSSIDv3;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;5,0;3,0;3,0;2,0;3,0;4,0;4,0;2,0;2,0;2,0;2,0;3,0;44,0;35,0;Female;UniversityGraduate;;Other;;;;;;Staying;Alone;231,86;76,15;60,05;92,88;82,42;79,71;69,64;64,96;63,56;70,04;58,02;84,44;75,87;73,68;66,29;62,42;61,25;63,04;50,39;78,52;68,69;65,89;59,59;54,34;53,13;20,8;0,0;36,7;18,6;12,9;9,43;8,78;2,11;0,0;4,69;2,75;2,57;2,05;1,71;1,63;0,0281;0,0114;0,111;0,0441;0,0391;0,0265;0,019;0,0174;0,209;0,0;2,81;0,674;0,466;0,0879;0,0123;0,0064;0,05;0,00672;0,295;0,148;0,111;0,0348;0,013;0,0098;0,41;0,16;1,88;0,653;0,552;0,379;0,293;0,274;56,13;52,37;42,81;69,12;60,42;58,14;52,05;46,82;45,69;12,7;0,236;136,0;29,5;23,7;10,4;4,49;3,51;-1,41;-4,73;71,59;38,42;31,06;12,17;-2,66;-3,15
PingshanStreet;PingshanStreet1;PS1194;25;2019-04-21 11:06:00;;;;cmn;cmnSSIDv3;2,0;4,0;3,0;3,0;3,0;3,0;3,0;4,0;3,0;3,0;3,0;3,0;3,0;2,0;3,0;5,0;4,0;2,0;2,0;3,0;2,0;3,0;48,0;26,0;Male;UniversityGraduate;;Employed;;;;;;Staying;Alone;235,37;69,23;59,71;84,75;74,13;72,36;66,77;63,43;62,63;66,84;57,95;84,74;71,45;69,45;64,19;60,82;60,15;61,83;49,96;83,61;66,61;64,36;58,36;54,34;53,35;17,5;0,0;53,5;15,9;11,8;9,26;8,8;2,11;0,0;3,98;2,57;2,45;2,09;1,78;1,71;0,0264;0,00939;0,133;0,042;0,0366;0,0248;0,018;0,0166;0,259;0,0;3,03;0,779;0,584;0,15;0,0249;0,0145;0,0311;0,00501;0,156;0,0732;0,0575;0,0269;0,0113;0,00863;0,404;0,0822;1,3;0,672;0,569;0,37;0,272;0,251;54,28;51,46;42,76;74,89;57,8;56,16;51,01;47,32;46,47;12,3;0,0608;112,0;28,9;23,3;9,94;4,24;3,27;-0,59;-7,77;61,37;37,54;28,08;10,33;-5,9;-6,42
PingshanStreet;PingshanStreet2;PS2221;25;2019-04-22 11:31:00;;;;cmn;cmnSSIDv3;3,0;2,0;2,0;4,0;4,0;2,0;4,0;3,0;4,0;2,0;3,0;3,0;4,0;4,0;4,0;4,0;4,0;4,0;3,0;4,0;4,0;4,0;76,0;29,0;Male;SomePostgraduate;;Employed;;;;;;Leaving;Alone;73,83;69,04;60,45;86,54;72,82;71,7;66,54;63,46;62,84;66,58;58,64;80,29;71,0;69,63;64,64;61,48;60,91;62,26;52,73;74,22;67,39;65,61;59,83;56,13;55,26;19,5;0,0;28,5;17,8;12,9;10,2;9,66;2,15;0,0;4,83;2,7;2,52;2,1;1,83;1,74;0,0288;0,00829;0,106;0,0449;0,0397;0,0274;0,0192;0,0174;0,218;0,0;2,11;0,658;0,455;0,0931;0,0122;0,00628;0,0456;0,011;0,213;0,125;0,0867;0,0363;0,0169;0,0143;0,441;0,15;1,39;0,722;0,613;0,413;0,301;0,27;54,87;52,92;45,83;65,41;58,85;57,31;52,48;49,09;48,22;13,7;0,586;72,1;29,5;24,7;11,9;5,2;4,06;-0,32;-5,57;61,98;37,19;29,09;12,76;-2,5;-3,69
